speed,terrain,braking,ac_load,energy_wh_per_km
64.94481426168349,10.472425710296177,14,4,173.176276086434
134.08571676918996,8.041445495161806,11,1,191.04975619324028
107.83927301736861,4.642914244294916,29,5,209.9255901829646
91.83901810364439,12.206925295604231,15,1,177.74339807296496
38.72223685309238,10.270967588308189,23,5,168.72812995279753
38.71934244034432,2.4392540901733692,18,5,141.33344696856352
26.970033460183934,13.663907767407636,7,2,146.4832776146569
123.94113749299223,12.338058643847535,20,4,237.4425317463406
92.13380140918505,14.24699869937886,16,0,171.5702802554019
104.96870933552546,10.885792625825399,22,0,180.09939779900844
22.470139315496294,9.201227939036848,4,3,125.78238416262182
136.38918225943934,6.273645544359283,21,5,201.31584715909935
119.89311689605061,13.990927250310198,15,0,208.8079787781666
45.48069328139314,12.990958342506126,5,2,140.53278929097726
41.81899606485207,0.6782800515928411,7,5,105.23720729058914
42.00854118241206,0.3955046174587801,24,2,125.63057194945411
56.50906915514453,5.646950503170744,17,0,120.3302958878857
82.97077179586854,12.158299961727494,24,0,192.2077815692179
71.83340223705389,14.809141939724167,11,3,194.6537050826866
54.94749682376503,2.2562533665529227,14,0,118.15812128698464
93.42234736668554,8.911960730282027,26,5,205.5291818007063
36.73926327824502,5.713362849465323,25,5,146.59272370268476
55.05735782422618,14.548715967219048,8,5,162.63257891378845
63.963421195243,12.63178384703563,12,3,158.86804168737385
74.72839810604431,12.574930570667068,25,3,199.03853492939632
114.22111536716163,7.030397396924554,14,0,166.76145931417602
43.960853859003166,6.222292535064978,9,1,123.41323054158977
81.7081326096334,4.101106078960593,15,1,127.0610719897578
91.0897482634451,0.8456324497639067,6,3,138.32606060026188
25.574049526399726,12.970835643825799,16,0,145.58302284270601
92.9053822281726,12.193515136951163,22,1,190.5025995402111
40.46289484247498,14.995765099291958,25,0,163.742704968796
27.806191158233542,14.94955255610858,20,0,166.4750500529034
133.86626447039998,8.331475584039412,21,0,193.04490932849856
135.87584396894712,11.534811227707657,25,4,236.50460009744347
117.00768177397534,14.17148594823642,6,5,209.75944862363434
56.55365230080448,12.744710860161172,13,0,145.00544357487448
31.720653680766063,3.710221526147965,14,4,120.81583368084951
102.10796318145883,6.758162029651403,20,3,190.21996124364392
72.81829924875215,1.9373912272724247,6,1,117.35331308631119
34.64458818137346,14.310765408880835,8,5,167.6146721979093
79.42122921335242,9.0926195167632,18,1,156.1817775859408
24.126622533826207,3.4296420825519407,15,5,122.30189904467035
129.11844824945385,10.075510266087852,7,1,176.2019593336413
51.05359779200203,9.271923606868437,17,5,170.7212838408726
99.50267412247784,5.372440770492608,26,1,179.67663147264832
57.405329130729314,1.7033638829944353,22,1,131.1000716563588
82.4081625413373,10.073597933891994,28,1,208.8651609037298
85.60523352119355,7.804615513556899,17,1,159.85515352579145
42.182534663063244,11.58477587603459,29,3,179.58603961342797
136.35015533174703,7.802452516679901,19,0,181.96590590307937
113.01593880333374,12.782722504778102,6,2,171.4376746936817
132.7398729877027,8.278602581617283,2,4,170.59579510136456
127.37928205131786,8.414069573030794,17,2,188.93439211936763
91.74799745733021,13.149804039875175,26,2,218.92859938940165
130.624908202774,6.052242993185955,9,5,188.0972281293031
30.61910024623034,2.010228426759611,6,0,82.7590191903985
43.51794349029743,0.4317401447000846,16,5,124.86754020736203
25.42727466926457,11.327058835104285,13,0,130.8870080861502
59.039639691591724,9.30464327030197,23,0,169.25893407390566
66.64127476273785,10.561196521488354,2,1,118.87810425345185
52.56188381286751,3.194462422633661,11,3,132.8616785029382
119.44850109823152,2.0455721338015467,27,1,157.33108157386505
62.810399203230716,0.21816998501822893,12,3,119.38454115418676
53.71214116248569,5.258813382098955,1,5,141.59779706384253
85.12352997898982,8.848765302819496,2,3,154.5144427149242
36.91090699697152,5.8836606764959845,4,5,124.86565838673195
116.26363769048476,6.562123830355936,10,2,184.0222456701384
28.9460772415725,13.562380417406226,7,2,132.59266483055927
138.42643239206208,5.2238320053495055,25,3,211.42292683635566
112.66937231559889,7.709842337397162,22,3,201.66592951873912
43.84588178410069,11.754795191117147,22,5,177.7474927611128
20.662654054832288,5.948141734819052,11,1,101.51727793620773
117.8553714145801,9.331300503418102,6,5,183.48818939663377
104.82288126171406,12.935455631201178,14,1,189.53407107390166
107.48086016491848,14.242809354864631,23,2,221.23328636458012
112.5524416023135,2.2061022139355693,16,0,150.14171600044767
28.885358208090842,13.898814377422417,3,3,143.002166973983
63.01588742531271,7.381744396193072,28,1,150.98333175217152
33.904287143015566,3.8736658244843754,21,5,140.89122627380414
123.57241110507123,6.88703634357392,24,2,190.70423755453322
94.79577521930695,14.700488629282155,12,1,188.69319975017595
59.7077629823179,7.389271409893044,17,5,167.2770828583415
27.627002034322835,4.931274154312623,0,3,94.37632091818456
57.317878605879464,9.501012814750887,15,3,162.4770105067878
59.02199864320964,3.602184281672896,12,4,143.4044380587296
107.55274140056768,1.137949921629959,9,0,128.79928034840995
96.50689656262557,1.9331958286597384,11,4,141.02336214741666
126.46552910915918,1.9206875843665867,29,2,177.112007235606
76.66579101943393,2.278540402684415,1,1,106.20251762503904
34.3513095125962,2.082407589741152,22,2,124.47534967863066
105.5893744667594,9.613121172048219,2,5,166.64991825208867
111.2942058340277,2.728201265987172,9,3,158.69546314966954
87.35326370833955,5.1850092498579485,1,4,135.28034013783892
112.51606159454732,13.451826148590177,29,4,224.26547862971992
79.25547156372689,7.1094246039430855,26,4,196.84247209277
82.72793952583929,10.013366077815407,22,2,192.4421313803825
71.30492220302595,2.5847980680244476,12,3,117.59735010060857
23.050295209291424,2.8843352821300616,12,1,91.46671600086556
32.946971239196536,0.613029243997183,17,5,117.00763026819246
23.77150228240811,2.534025946082468,2,1,90.11491442911475
96.36924935165365,4.17885508547938,26,2,174.54262827257648
57.7227177291592,2.6551572641512022,6,5,113.08723410965698
81.02848293976433,1.3305380063558343,13,4,148.39608004720895
128.90797687113115,1.8095380665090122,19,0,152.93673402258608
49.915067497864996,6.911681520490887,28,2,159.91304265490845
69.24595076427556,3.0950057760868876,29,2,153.96944253986584
110.66613662516585,5.464047915721132,16,3,171.57223285174453
47.455779858994696,7.5512590628228535,28,1,165.57656888319974
29.23758917945516,10.35592242944048,29,2,177.33688451609237
54.770174349652166,0.589682097616484,20,2,115.02588302922221
39.34655447048053,11.99115598363564,11,4,160.38116802089343
131.56371828110878,9.418505842363617,24,4,217.95022530059975
116.97444554773003,1.2263854792330786,15,5,165.47683396537772
96.00845078125081,13.103679361601658,23,0,199.34487768653884
124.57527082252612,13.813086007977198,11,3,200.5742843997149
116.44064922789373,0.9161693978229563,14,0,146.4938879342284
42.388407066324305,4.153164722208055,24,5,160.0866099807047
127.10707981879733,12.09301919689592,9,4,201.3760665852699
84.72106902987808,11.223895355754875,29,1,207.5448476570557
116.8928186196875,2.76781529034566,24,4,178.2243554367031
127.5309559908192,3.1402398500506545,6,3,169.6427825195875
58.16041699662367,5.55708154187073,19,4,139.77267692957605
33.20623094332121,7.26784477786532,4,3,136.7928308008101
47.352219505033005,9.27382157295444,0,3,121.2570000858629
71.25293463515075,5.533704593546586,29,3,166.78812190417585
118.16177191069917,6.938020741997218,16,5,194.58777084624842
123.28766999076122,11.212064072006347,2,3,173.0490347414867
20.834255663742884,0.5502480433589685,12,3,98.39726796251794
81.28967630930788,3.7865541651603114,13,1,147.26128109798717
70.08932037785348,10.700243788268287,23,0,162.30691757133184
46.65293725648763,13.42810256530799,29,2,192.53936652851655
34.38384408004194,7.6751616317349916,17,0,113.66907002379905
60.51382056843536,7.981702278979735,3,3,140.8987393228091
133.1491644695023,1.6075801700966408,17,1,169.2497102975087
58.78435184249063,6.711185502351819,29,4,186.9248196855442
82.25487460920394,7.989258996825347,4,1,136.5311855316949
